up_threshold,down_threshold,full_score,full_mean,full_std,full_sharpe,full_dvolume,min_cv_score,avg_cv_score,cv_scores,avg_cv_sharpe
0.004,0.005,566.478809419824,674.3473374320013,4652.744380775315,2.2916297843122626,96205139.37999998,14.850083623001463,532.7215083308218,"[np.float64(1266.5099855773722), np.float64(14.850083623001463), np.float64(100.72027119570969), np.float64(748.8056929272041)]",2.167506990606187
0.004,0.0075,590.587217288741,684.4691934352032,4314.922506264867,2.5081350086021086,96013486.41999999,65.23442449979346,537.944184386411,"[np.float64(1298.6788841690409), np.float64(148.97341393089593), np.float64(65.23442449979346), np.float64(638.890014945914)]",2.364240615799609
0.004,0.01,531.7555950099334,620.7171963648024,4014.2927719332774,2.444864182640873,90473985.40000002,55.34030367241298,466.4293244636882,"[np.float64(1147.2793089664206), np.float64(55.34030367241298), np.float64(66.5933423971366), np.float64(596.5043428187827)]",2.187903147772526
0.005,0.0,520.4975777050817,645.5647665087968,5003.479923993599,2.0400352058304727,97540660.51999997,-18.478692348003538,512.0814606399097,"[np.float64(1494.458803395339), -18.478692348003538, np.float64(18.090029846012662), np.float64(554.2557016662909)]",1.912318989901834
0.005,0.0005,527.6782432480263,651.9081567959967,5001.323153980454,2.0609692047961414,97534048.60999995,-18.478692348003538,516.5555307666772,"[np.float64(1494.458803395339), -18.478692348003538, np.float64(18.090029846012662), np.float64(572.1519821733606)]",1.9252919142594584
0.005,0.001,487.91054938412975,615.9519738007984,4989.097598565305,1.952067611432384,96440842.72999994,-53.56706656200477,488.3283455381394,"[np.float64(1494.458803395339), -53.56706656200477, np.float64(0.5894839871389495), np.float64(511.8321613320845)]",1.787027857383124
0.005,0.0015,562.9677606286573,681.0762797487979,4932.471778831597,2.183238344680802,96425337.97999996,8.513363285760015,519.8101663146185,"[np.float64(1508.1324991104739), np.float64(8.513363285760015), np.float64(50.76264153015542), np.float64(511.8321613320845)]",2.0407529784615637
0.005,0.002,532.8615782202826,653.6725113679995,4921.258099033601,2.1001682274814097,96400846.41999997,8.513363285760015,492.1478842216028,"[np.float64(1508.1324991104739), np.float64(8.513363285760015), np.float64(15.8590299740252), np.float64(436.08664451615215)]",1.935326736727285
0.005,0.0025,512.332805498511,635.0371146888002,4913.861793086894,2.043366058833176,96385900.22999997,8.513363285760015,480.1698173723316,"[np.float64(1460.220231713389), np.float64(8.513363285760015), np.float64(15.8590299740252), np.float64(436.08664451615215)]",1.8991121664031383
0.005,0.003,485.21273248821564,610.5933616999998,4907.623200230249,1.9672106724294063,96334837.82999998,1.0444184583507439,464.9589531794394,"[np.float64(1479.2474093706608), np.float64(7.6299155739622915), np.float64(1.0444184583507439), np.float64(371.9140693147839)]",1.8101830477375715
0.005,0.004,497.43433985128866,612.1871249072007,4649.089765934808,2.0820265540167417,95175790.82,16.908190176071745,493.88652011413575,"[np.float64(1215.268390401309), np.float64(16.908190176071745), np.float64(169.3689439771825), np.float64(574.0005559019799)]",2.0693034684846094
0.005,0.005,544.6033603485597,649.7249818520002,4513.416760008372,2.2761146428676735,95085538.85,0.007677596662150492,519.0705807302816,"[np.float64(1153.7371350780315), np.float64(0.007677596662150492), np.float64(154.00832939986824), np.float64(768.5291808465644)]",2.118563196705984
0.005,0.0075,569.1668648710553,659.8468378552003,4164.3673300556175,2.5053252380288686,94893885.89,59.78818754498838,504.96818568688195,"[np.float64(1186.715605963797), np.float64(59.78818754498838), np.float64(114.46825526821691), np.float64(658.9006939705255)]",2.341298063777492
0.005,0.01,510.7965565457144,596.094840784802,3851.51447739315,2.447111921063396,89354384.87000002,5.195330820429573,444.2020700899359,"[np.float64(1035.4658860065015), np.float64(5.195330820429573), np.float64(119.51730467035365), np.float64(616.6297588624589)]",2.157489687995981
0.0075,0.0,459.2634767463319,586.7609246528027,4888.222659126021,1.897930079376795,92067394.23999995,-14.125578162002062,468.05987176679645,"[np.float64(1414.0813999158995), -14.125578162002062, np.float64(0.10190964253212845), np.float64(472.18175567075633)]",1.730008647647642
0.0075,0.0005,466.4715358976176,593.1043149400027,4886.091355814546,1.9192851593455031,92060782.32999994,-14.125578162002062,472.55743724749175,"[np.float64(1414.0813999158995), -14.125578162002062, np.float64(0.10190964253212845), np.float64(490.1720175935374)]",1.7436177484356106
0.0075,0.001,426.61147922342224,557.1481319448035,4872.935360523778,1.807798545130116,90967576.44999994,-68.53575860999437,431.50597937811733,"[np.float64(1414.0813999158995), -49.213952376002126, -68.53575860999437, np.float64(429.6922285825665)]",1.6016389182009059
0.0075,0.0015,501.9947353584002,622.272437892802,4816.078425143792,2.0429466208579976,90952071.69999996,5.264584102947512,468.111315810572,"[np.float64(1427.7959179472791), np.float64(9.692532609494945), np.float64(5.264584102947512), np.float64(429.6922285825665)]",1.8551537104082962
